db,release,cve,published_at,resolved_at,first_patched_version,projects,resolution_days,has_publication_date,has_resolution_date,has_first_patched_release,resolution_bucket
MySQL,5.1.22,CVE-2018-3258,2022-05-13 01:52:26+00:00,2018-09-27 09:18:47+00:00,8.0.13,2,-1323.6900347222222,True,True,True,Before disclosure
MySQL,5.1.22,CVE-2019-2692,2020-07-01 17:12:20+00:00,2019-03-20 19:08:52+00:00,8.0.16,2,-468.91907407407405,True,True,True,Before disclosure
MySQL,5.1.22,CVE-2020-2934,2020-04-15 14:15:36.453000+00:00,2020-07-14 00:00:00+00:00,5.1.49,2,89.40582809027778,True,True,True,31–180 days
MySQL,5.1.22,CVE-2022-21363,2022-01-20 00:00:48+00:00,2021-12-16 00:25:41+00:00,8.0.28,2,-34.98271990740741,True,True,True,Before disclosure
MySQL,5.1.22,CVE-2023-22102,2023-10-18 00:31:42+00:00,2023-10-25 08:46:05+00:00,8.2.0,2,7.3433217592592595,True,True,True,2–30 days
MySQL,5.1.24,CVE-2015-2575,2022-05-17 00:25:07+00:00,2015-05-08 10:55:46+00:00,5.1.35,1,-2565.562048611111,True,True,True,Before disclosure
MySQL,5.1.24,CVE-2017-3523,2022-05-13 01:45:34+00:00,2017-02-14 20:27:59+00:00,5.1.41,1,-1913.2205439814816,True,True,True,Before disclosure
MySQL,5.1.24,CVE-2017-3586,2022-05-13 01:45:42+00:00,2017-04-17 18:23:36+00:00,5.1.42,1,-1851.3070138888888,True,True,True,Before disclosure
MySQL,5.1.24,CVE-2017-3589,2022-05-13 01:45:42+00:00,2017-04-17 18:23:36+00:00,5.1.42,1,-1851.3070138888888,True,True,True,Before disclosure
MySQL,5.1.24,CVE-2018-3258,2022-05-13 01:52:26+00:00,2018-09-27 09:18:47+00:00,8.0.13,1,-1323.6900347222222,True,True,True,Before disclosure
MySQL,5.1.24,CVE-2019-2692,2020-07-01 17:12:20+00:00,2019-03-20 19:08:52+00:00,8.0.16,1,-468.91907407407405,True,True,True,Before disclosure
MySQL,5.1.24,CVE-2020-2934,2020-04-15 14:15:36.453000+00:00,2020-07-14 00:00:00+00:00,5.1.49,1,89.40582809027778,True,True,True,31–180 days
MySQL,5.1.24,CVE-2022-21363,2022-01-20 00:00:48+00:00,2021-12-16 00:25:41+00:00,8.0.28,1,-34.98271990740741,True,True,True,Before disclosure
MySQL,5.1.24,CVE-2023-22102,2023-10-18 00:31:42+00:00,2023-10-25 08:46:05+00:00,8.2.0,1,7.3433217592592595,True,True,True,2–30 days
MySQL,5.1.25,CVE-2015-2575,2022-05-17 00:25:07+00:00,2015-05-08 10:55:46+00:00,5.1.35,2,-2565.562048611111,True,True,True,Before disclosure
MySQL,5.1.25,CVE-2017-3523,2022-05-13 01:45:34+00:00,2017-02-14 20:27:59+00:00,5.1.41,2,-1913.2205439814816,True,True,True,Before disclosure
MySQL,5.1.25,CVE-2017-3586,2022-05-13 01:45:42+00:00,2017-04-17 18:23:36+00:00,5.1.42,2,-1851.3070138888888,True,True,True,Before disclosure
MySQL,5.1.25,CVE-2017-3589,2022-05-13 01:45:42+00:00,2017-04-17 18:23:36+00:00,5.1.42,2,-1851.3070138888888,True,True,True,Before disclosure
MySQL,5.1.25,CVE-2018-3258,2022-05-13 01:52:26+00:00,2018-09-27 09:18:47+00:00,8.0.13,2,-1323.6900347222222,True,True,True,Before disclosure
MySQL,5.1.25,CVE-2019-2692,2020-07-01 17:12:20+00:00,2019-03-20 19:08:52+00:00,8.0.16,2,-468.91907407407405,True,True,True,Before disclosure
MySQL,5.1.25,CVE-2020-2934,2020-04-15 14:15:36.453000+00:00,2020-07-14 00:00:00+00:00,5.1.49,2,89.40582809027778,True,True,True,31–180 days
MySQL,5.1.25,CVE-2022-21363,2022-01-20 00:00:48+00:00,2021-12-16 00:25:41+00:00,8.0.28,2,-34.98271990740741,True,True,True,Before disclosure
MySQL,5.1.25,CVE-2023-22102,2023-10-18 00:31:42+00:00,2023-10-25 08:46:05+00:00,8.2.0,2,7.3433217592592595,True,True,True,2–30 days
MySQL,5.1.26,CVE-2015-2575,2022-05-17 00:25:07+00:00,2015-05-08 10:55:46+00:00,5.1.35,1,-2565.562048611111,True,True,True,Before disclosure
MySQL,5.1.26,CVE-2017-3523,2022-05-13 01:45:34+00:00,2017-02-14 20:27:59+00:00,5.1.41,1,-1913.2205439814816,True,True,True,Before disclosure
MySQL,5.1.26,CVE-2017-3586,2022-05-13 01:45:42+00:00,2017-04-17 18:23:36+00:00,5.1.42,1,-1851.3070138888888,True,True,True,Before disclosure
MySQL,5.1.26,CVE-2017-3589,2022-05-13 01:45:42+00:00,2017-04-17 18:23:36+00:00,5.1.42,1,-1851.3070138888888,True,True,True,Before disclosure
MySQL,5.1.26,CVE-2018-3258,2022-05-13 01:52:26+00:00,2018-09-27 09:18:47+00:00,8.0.13,1,-1323.6900347222222,True,True,True,Before disclosure
MySQL,5.1.26,CVE-2019-2692,2020-07-01 17:12:20+00:00,2019-03-20 19:08:52+00:00,8.0.16,1,-468.91907407407405,True,True,True,Before disclosure
MySQL,5.1.26,CVE-2020-2934,2020-04-15 14:15:36.453000+00:00,2020-07-14 00:00:00+00:00,5.1.49,1,89.40582809027778,True,True,True,31–180 days
MySQL,5.1.26,CVE-2022-21363,2022-01-20 00:00:48+00:00,2021-12-16 00:25:41+00:00,8.0.28,1,-34.98271990740741,True,True,True,Before disclosure
MySQL,5.1.26,CVE-2023-22102,2023-10-18 00:31:42+00:00,2023-10-25 08:46:05+00:00,8.2.0,1,7.3433217592592595,True,True,True,2–30 days
MySQL,5.1.27,CVE-2015-2575,2022-05-17 00:25:07+00:00,2015-05-08 10:55:46+00:00,5.1.35,2,-2565.562048611111,True,True,True,Before disclosure
MySQL,5.1.27,CVE-2017-3523,2022-05-13 01:45:34+00:00,2017-02-14 20:27:59+00:00,5.1.41,2,-1913.2205439814816,True,True,True,Before disclosure
MySQL,5.1.27,CVE-2017-3586,2022-05-13 01:45:42+00:00,2017-04-17 18:23:36+00:00,5.1.42,2,-1851.3070138888888,True,True,True,Before disclosure
MySQL,5.1.27,CVE-2017-3589,2022-05-13 01:45:42+00:00,2017-04-17 18:23:36+00:00,5.1.42,2,-1851.3070138888888,True,True,True,Before disclosure
MySQL,5.1.27,CVE-2018-3258,2022-05-13 01:52:26+00:00,2018-09-27 09:18:47+00:00,8.0.13,2,-1323.6900347222222,True,True,True,Before disclosure
MySQL,5.1.27,CVE-2019-2692,2020-07-01 17:12:20+00:00,2019-03-20 19:08:52+00:00,8.0.16,2,-468.91907407407405,True,True,True,Before disclosure
MySQL,5.1.27,CVE-2020-2934,2020-04-15 14:15:36.453000+00:00,2020-07-14 00:00:00+00:00,5.1.49,2,89.40582809027778,True,True,True,31–180 days
MySQL,5.1.27,CVE-2022-21363,2022-01-20 00:00:48+00:00,2021-12-16 00:25:41+00:00,8.0.28,2,-34.98271990740741,True,True,True,Before disclosure
MySQL,5.1.27,CVE-2023-22102,2023-10-18 00:31:42+00:00,2023-10-25 08:46:05+00:00,8.2.0,2,7.3433217592592595,True,True,True,2–30 days
MySQL,5.1.28,CVE-2015-2575,2022-05-17 00:25:07+00:00,2015-05-08 10:55:46+00:00,5.1.35,2,-2565.562048611111,True,True,True,Before disclosure
MySQL,5.1.28,CVE-2017-3523,2022-05-13 01:45:34+00:00,2017-02-14 20:27:59+00:00,5.1.41,2,-1913.2205439814816,True,True,True,Before disclosure
MySQL,5.1.28,CVE-2017-3586,2022-05-13 01:45:42+00:00,2017-04-17 18:23:36+00:00,5.1.42,2,-1851.3070138888888,True,True,True,Before disclosure
MySQL,5.1.28,CVE-2017-3589,2022-05-13 01:45:42+00:00,2017-04-17 18:23:36+00:00,5.1.42,2,-1851.3070138888888,True,True,True,Before disclosure
MySQL,5.1.28,CVE-2018-3258,2022-05-13 01:52:26+00:00,2018-09-27 09:18:47+00:00,8.0.13,2,-1323.6900347222222,True,True,True,Before disclosure
MySQL,5.1.28,CVE-2019-2692,2020-07-01 17:12:20+00:00,2019-03-20 19:08:52+00:00,8.0.16,2,-468.91907407407405,True,True,True,Before disclosure
MySQL,5.1.28,CVE-2020-2934,2020-04-15 14:15:36.453000+00:00,2020-07-14 00:00:00+00:00,5.1.49,2,89.40582809027778,True,True,True,31–180 days
MySQL,5.1.28,CVE-2022-21363,2022-01-20 00:00:48+00:00,2021-12-16 00:25:41+00:00,8.0.28,2,-34.98271990740741,True,True,True,Before disclosure
MySQL,5.1.28,CVE-2023-22102,2023-10-18 00:31:42+00:00,2023-10-25 08:46:05+00:00,8.2.0,2,7.3433217592592595,True,True,True,2–30 days
MySQL,5.1.29,CVE-2015-2575,2022-05-17 00:25:07+00:00,2015-05-08 10:55:46+00:00,5.1.35,2,-2565.562048611111,True,True,True,Before disclosure
MySQL,5.1.29,CVE-2017-3523,2022-05-13 01:45:34+00:00,2017-02-14 20:27:59+00:00,5.1.41,2,-1913.2205439814816,True,True,True,Before disclosure
MySQL,5.1.29,CVE-2017-3586,2022-05-13 01:45:42+00:00,2017-04-17 18:23:36+00:00,5.1.42,2,-1851.3070138888888,True,True,True,Before disclosure
MySQL,5.1.29,CVE-2017-3589,2022-05-13 01:45:42+00:00,2017-04-17 18:23:36+00:00,5.1.42,2,-1851.3070138888888,True,True,True,Before disclosure
MySQL,5.1.29,CVE-2018-3258,2022-05-13 01:52:26+00:00,2018-09-27 09:18:47+00:00,8.0.13,2,-1323.6900347222222,True,True,True,Before disclosure
MySQL,5.1.29,CVE-2019-2692,2020-07-01 17:12:20+00:00,2019-03-20 19:08:52+00:00,8.0.16,2,-468.91907407407405,True,True,True,Before disclosure
MySQL,5.1.29,CVE-2020-2934,2020-04-15 14:15:36.453000+00:00,2020-07-14 00:00:00+00:00,5.1.49,2,89.40582809027778,True,True,True,31–180 days
MySQL,5.1.29,CVE-2022-21363,2022-01-20 00:00:48+00:00,2021-12-16 00:25:41+00:00,8.0.28,2,-34.98271990740741,True,True,True,Before disclosure
MySQL,5.1.29,CVE-2023-22102,2023-10-18 00:31:42+00:00,2023-10-25 08:46:05+00:00,8.2.0,2,7.3433217592592595,True,True,True,2–30 days
MySQL,5.1.30,CVE-2015-2575,2022-05-17 00:25:07+00:00,2015-05-08 10:55:46+00:00,5.1.35,2,-2565.562048611111,True,True,True,Before disclosure
MySQL,5.1.30,CVE-2017-3523,2022-05-13 01:45:34+00:00,2017-02-14 20:27:59+00:00,5.1.41,2,-1913.2205439814816,True,True,True,Before disclosure
MySQL,5.1.30,CVE-2017-3586,2022-05-13 01:45:42+00:00,2017-04-17 18:23:36+00:00,5.1.42,2,-1851.3070138888888,True,True,True,Before disclosure
MySQL,5.1.30,CVE-2017-3589,2022-05-13 01:45:42+00:00,2017-04-17 18:23:36+00:00,5.1.42,2,-1851.3070138888888,True,True,True,Before disclosure
MySQL,5.1.30,CVE-2018-3258,2022-05-13 01:52:26+00:00,2018-09-27 09:18:47+00:00,8.0.13,2,-1323.6900347222222,True,True,True,Before disclosure
MySQL,5.1.30,CVE-2019-2692,2020-07-01 17:12:20+00:00,2019-03-20 19:08:52+00:00,8.0.16,2,-468.91907407407405,True,True,True,Before disclosure
MySQL,5.1.30,CVE-2020-2934,2020-04-15 14:15:36.453000+00:00,2020-07-14 00:00:00+00:00,5.1.49,2,89.40582809027778,True,True,True,31–180 days
MySQL,5.1.30,CVE-2022-21363,2022-01-20 00:00:48+00:00,2021-12-16 00:25:41+00:00,8.0.28,2,-34.98271990740741,True,True,True,Before disclosure
MySQL,5.1.30,CVE-2023-22102,2023-10-18 00:31:42+00:00,2023-10-25 08:46:05+00:00,8.2.0,2,7.3433217592592595,True,True,True,2–30 days
MySQL,5.1.31,CVE-2015-2575,2022-05-17 00:25:07+00:00,2015-05-08 10:55:46+00:00,5.1.35,4,-2565.562048611111,True,True,True,Before disclosure
MySQL,5.1.31,CVE-2017-3523,2022-05-13 01:45:34+00:00,2017-02-14 20:27:59+00:00,5.1.41,4,-1913.2205439814816,True,True,True,Before disclosure
MySQL,5.1.31,CVE-2017-3586,2022-05-13 01:45:42+00:00,2017-04-17 18:23:36+00:00,5.1.42,4,-1851.3070138888888,True,True,True,Before disclosure
MySQL,5.1.31,CVE-2017-3589,2022-05-13 01:45:42+00:00,2017-04-17 18:23:36+00:00,5.1.42,4,-1851.3070138888888,True,True,True,Before disclosure
MySQL,5.1.31,CVE-2018-3258,2022-05-13 01:52:26+00:00,2018-09-27 09:18:47+00:00,8.0.13,4,-1323.6900347222222,True,True,True,Before disclosure
MySQL,5.1.31,CVE-2019-2692,2020-07-01 17:12:20+00:00,2019-03-20 19:08:52+00:00,8.0.16,4,-468.91907407407405,True,True,True,Before disclosure
MySQL,5.1.31,CVE-2020-2934,2020-04-15 14:15:36.453000+00:00,2020-07-14 00:00:00+00:00,5.1.49,4,89.40582809027778,True,True,True,31–180 days
MySQL,5.1.31,CVE-2022-21363,2022-01-20 00:00:48+00:00,2021-12-16 00:25:41+00:00,8.0.28,4,-34.98271990740741,True,True,True,Before disclosure
MySQL,5.1.31,CVE-2023-22102,2023-10-18 00:31:42+00:00,2023-10-25 08:46:05+00:00,8.2.0,4,7.3433217592592595,True,True,True,2–30 days
MySQL,5.1.32,CVE-2015-2575,2022-05-17 00:25:07+00:00,2015-05-08 10:55:46+00:00,5.1.35,2,-2565.562048611111,True,True,True,Before disclosure
MySQL,5.1.32,CVE-2017-3523,2022-05-13 01:45:34+00:00,2017-02-14 20:27:59+00:00,5.1.41,2,-1913.2205439814816,True,True,True,Before disclosure
MySQL,5.1.32,CVE-2017-3586,2022-05-13 01:45:42+00:00,2017-04-17 18:23:36+00:00,5.1.42,2,-1851.3070138888888,True,True,True,Before disclosure
MySQL,5.1.32,CVE-2017-3589,2022-05-13 01:45:42+00:00,2017-04-17 18:23:36+00:00,5.1.42,2,-1851.3070138888888,True,True,True,Before disclosure
MySQL,5.1.32,CVE-2018-3258,2022-05-13 01:52:26+00:00,2018-09-27 09:18:47+00:00,8.0.13,2,-1323.6900347222222,True,True,True,Before disclosure
MySQL,5.1.32,CVE-2019-2692,2020-07-01 17:12:20+00:00,2019-03-20 19:08:52+00:00,8.0.16,2,-468.91907407407405,True,True,True,Before disclosure
MySQL,5.1.32,CVE-2020-2934,2020-04-15 14:15:36.453000+00:00,2020-07-14 00:00:00+00:00,5.1.49,2,89.40582809027778,True,True,True,31–180 days
MySQL,5.1.32,CVE-2022-21363,2022-01-20 00:00:48+00:00,2021-12-16 00:25:41+00:00,8.0.28,2,-34.98271990740741,True,True,True,Before disclosure
MySQL,5.1.32,CVE-2023-22102,2023-10-18 00:31:42+00:00,2023-10-25 08:46:05+00:00,8.2.0,2,7.3433217592592595,True,True,True,2–30 days
MySQL,5.1.33,CVE-2015-2575,2022-05-17 00:25:07+00:00,2015-05-08 10:55:46+00:00,5.1.35,3,-2565.562048611111,True,True,True,Before disclosure
MySQL,5.1.33,CVE-2017-3523,2022-05-13 01:45:34+00:00,2017-02-14 20:27:59+00:00,5.1.41,3,-1913.2205439814816,True,True,True,Before disclosure
MySQL,5.1.33,CVE-2017-3586,2022-05-13 01:45:42+00:00,2017-04-17 18:23:36+00:00,5.1.42,3,-1851.3070138888888,True,True,True,Before disclosure
MySQL,5.1.33,CVE-2017-3589,2022-05-13 01:45:42+00:00,2017-04-17 18:23:36+00:00,5.1.42,3,-1851.3070138888888,True,True,True,Before disclosure
MySQL,5.1.33,CVE-2018-3258,2022-05-13 01:52:26+00:00,2018-09-27 09:18:47+00:00,8.0.13,3,-1323.6900347222222,True,True,True,Before disclosure
MySQL,5.1.33,CVE-2019-2692,2020-07-01 17:12:20+00:00,2019-03-20 19:08:52+00:00,8.0.16,3,-468.91907407407405,True,True,True,Before disclosure
MySQL,5.1.33,CVE-2020-2934,2020-04-15 14:15:36.453000+00:00,2020-07-14 00:00:00+00:00,5.1.49,3,89.40582809027778,True,True,True,31–180 days
MySQL,5.1.33,CVE-2022-21363,2022-01-20 00:00:48+00:00,2021-12-16 00:25:41+00:00,8.0.28,3,-34.98271990740741,True,True,True,Before disclosure
MySQL,5.1.33,CVE-2023-22102,2023-10-18 00:31:42+00:00,2023-10-25 08:46:05+00:00,8.2.0,3,7.3433217592592595,True,True,True,2–30 days
MySQL,5.1.34,CVE-2015-2575,2022-05-17 00:25:07+00:00,2015-05-08 10:55:46+00:00,5.1.35,4,-2565.562048611111,True,True,True,Before disclosure
MySQL,5.1.34,CVE-2017-3523,2022-05-13 01:45:34+00:00,2017-02-14 20:27:59+00:00,5.1.41,4,-1913.2205439814816,True,True,True,Before disclosure
MySQL,5.1.34,CVE-2017-3586,2022-05-13 01:45:42+00:00,2017-04-17 18:23:36+00:00,5.1.42,4,-1851.3070138888888,True,True,True,Before disclosure
MySQL,5.1.34,CVE-2017-3589,2022-05-13 01:45:42+00:00,2017-04-17 18:23:36+00:00,5.1.42,4,-1851.3070138888888,True,True,True,Before disclosure
MySQL,5.1.34,CVE-2018-3258,2022-05-13 01:52:26+00:00,2018-09-27 09:18:47+00:00,8.0.13,4,-1323.6900347222222,True,True,True,Before disclosure
MySQL,5.1.34,CVE-2019-2692,2020-07-01 17:12:20+00:00,2019-03-20 19:08:52+00:00,8.0.16,4,-468.91907407407405,True,True,True,Before disclosure
MySQL,5.1.34,CVE-2020-2934,2020-04-15 14:15:36.453000+00:00,2020-07-14 00:00:00+00:00,5.1.49,4,89.40582809027778,True,True,True,31–180 days
MySQL,5.1.34,CVE-2022-21363,2022-01-20 00:00:48+00:00,2021-12-16 00:25:41+00:00,8.0.28,4,-34.98271990740741,True,True,True,Before disclosure
MySQL,5.1.34,CVE-2023-22102,2023-10-18 00:31:42+00:00,2023-10-25 08:46:05+00:00,8.2.0,4,7.3433217592592595,True,True,True,2–30 days
MySQL,5.1.35,CVE-2017-3523,2022-05-13 01:45:34+00:00,2017-02-14 20:27:59+00:00,5.1.41,1,-1913.2205439814816,True,True,True,Before disclosure
MySQL,5.1.35,CVE-2017-3586,2022-05-13 01:45:42+00:00,2017-04-17 18:23:36+00:00,5.1.42,1,-1851.3070138888888,True,True,True,Before disclosure
MySQL,5.1.35,CVE-2017-3589,2022-05-13 01:45:42+00:00,2017-04-17 18:23:36+00:00,5.1.42,1,-1851.3070138888888,True,True,True,Before disclosure
MySQL,5.1.35,CVE-2018-3258,2022-05-13 01:52:26+00:00,2018-09-27 09:18:47+00:00,8.0.13,1,-1323.6900347222222,True,True,True,Before disclosure
MySQL,5.1.35,CVE-2019-2692,2020-07-01 17:12:20+00:00,2019-03-20 19:08:52+00:00,8.0.16,1,-468.91907407407405,True,True,True,Before disclosure
MySQL,5.1.35,CVE-2020-2934,2020-04-15 14:15:36.453000+00:00,2020-07-14 00:00:00+00:00,5.1.49,1,89.40582809027778,True,True,True,31–180 days
MySQL,5.1.35,CVE-2022-21363,2022-01-20 00:00:48+00:00,2021-12-16 00:25:41+00:00,8.0.28,1,-34.98271990740741,True,True,True,Before disclosure
MySQL,5.1.35,CVE-2023-22102,2023-10-18 00:31:42+00:00,2023-10-25 08:46:05+00:00,8.2.0,1,7.3433217592592595,True,True,True,2–30 days
MySQL,5.1.36,CVE-2017-3523,2022-05-13 01:45:34+00:00,2017-02-14 20:27:59+00:00,5.1.41,4,-1913.2205439814816,True,True,True,Before disclosure
MySQL,5.1.36,CVE-2017-3586,2022-05-13 01:45:42+00:00,2017-04-17 18:23:36+00:00,5.1.42,4,-1851.3070138888888,True,True,True,Before disclosure
MySQL,5.1.36,CVE-2017-3589,2022-05-13 01:45:42+00:00,2017-04-17 18:23:36+00:00,5.1.42,4,-1851.3070138888888,True,True,True,Before disclosure
MySQL,5.1.36,CVE-2018-3258,2022-05-13 01:52:26+00:00,2018-09-27 09:18:47+00:00,8.0.13,4,-1323.6900347222222,True,True,True,Before disclosure
MySQL,5.1.36,CVE-2019-2692,2020-07-01 17:12:20+00:00,2019-03-20 19:08:52+00:00,8.0.16,4,-468.91907407407405,True,True,True,Before disclosure
MySQL,5.1.36,CVE-2020-2934,2020-04-15 14:15:36.453000+00:00,2020-07-14 00:00:00+00:00,5.1.49,4,89.40582809027778,True,True,True,31–180 days
MySQL,5.1.36,CVE-2022-21363,2022-01-20 00:00:48+00:00,2021-12-16 00:25:41+00:00,8.0.28,4,-34.98271990740741,True,True,True,Before disclosure
MySQL,5.1.36,CVE-2023-22102,2023-10-18 00:31:42+00:00,2023-10-25 08:46:05+00:00,8.2.0,4,7.3433217592592595,True,True,True,2–30 days
MySQL,5.1.37,CVE-2017-3523,2022-05-13 01:45:34+00:00,2017-02-14 20:27:59+00:00,5.1.41,5,-1913.2205439814816,True,True,True,Before disclosure
MySQL,5.1.37,CVE-2017-3586,2022-05-13 01:45:42+00:00,2017-04-17 18:23:36+00:00,5.1.42,5,-1851.3070138888888,True,True,True,Before disclosure
MySQL,5.1.37,CVE-2017-3589,2022-05-13 01:45:42+00:00,2017-04-17 18:23:36+00:00,5.1.42,5,-1851.3070138888888,True,True,True,Before disclosure
MySQL,5.1.37,CVE-2018-3258,2022-05-13 01:52:26+00:00,2018-09-27 09:18:47+00:00,8.0.13,5,-1323.6900347222222,True,True,True,Before disclosure
MySQL,5.1.37,CVE-2019-2692,2020-07-01 17:12:20+00:00,2019-03-20 19:08:52+00:00,8.0.16,5,-468.91907407407405,True,True,True,Before disclosure
MySQL,5.1.37,CVE-2020-2934,2020-04-15 14:15:36.453000+00:00,2020-07-14 00:00:00+00:00,5.1.49,5,89.40582809027778,True,True,True,31–180 days
MySQL,5.1.37,CVE-2022-21363,2022-01-20 00:00:48+00:00,2021-12-16 00:25:41+00:00,8.0.28,5,-34.98271990740741,True,True,True,Before disclosure
MySQL,5.1.37,CVE-2023-22102,2023-10-18 00:31:42+00:00,2023-10-25 08:46:05+00:00,8.2.0,5,7.3433217592592595,True,True,True,2–30 days
MySQL,5.1.38,CVE-2017-3523,2022-05-13 01:45:34+00:00,2017-02-14 20:27:59+00:00,5.1.41,3,-1913.2205439814816,True,True,True,Before disclosure
MySQL,5.1.38,CVE-2017-3586,2022-05-13 01:45:42+00:00,2017-04-17 18:23:36+00:00,5.1.42,3,-1851.3070138888888,True,True,True,Before disclosure
MySQL,5.1.38,CVE-2017-3589,2022-05-13 01:45:42+00:00,2017-04-17 18:23:36+00:00,5.1.42,3,-1851.3070138888888,True,True,True,Before disclosure
MySQL,5.1.38,CVE-2018-3258,2022-05-13 01:52:26+00:00,2018-09-27 09:18:47+00:00,8.0.13,3,-1323.6900347222222,True,True,True,Before disclosure
MySQL,5.1.38,CVE-2019-2692,2020-07-01 17:12:20+00:00,2019-03-20 19:08:52+00:00,8.0.16,3,-468.91907407407405,True,True,True,Before disclosure
MySQL,5.1.38,CVE-2020-2934,2020-04-15 14:15:36.453000+00:00,2020-07-14 00:00:00+00:00,5.1.49,3,89.40582809027778,True,True,True,31–180 days
MySQL,5.1.38,CVE-2022-21363,2022-01-20 00:00:48+00:00,2021-12-16 00:25:41+00:00,8.0.28,3,-34.98271990740741,True,True,True,Before disclosure
MySQL,5.1.38,CVE-2023-22102,2023-10-18 00:31:42+00:00,2023-10-25 08:46:05+00:00,8.2.0,3,7.3433217592592595,True,True,True,2–30 days
MySQL,5.1.39,CVE-2017-3523,2022-05-13 01:45:34+00:00,2017-02-14 20:27:59+00:00,5.1.41,2,-1913.2205439814816,True,True,True,Before disclosure
MySQL,5.1.39,CVE-2017-3586,2022-05-13 01:45:42+00:00,2017-04-17 18:23:36+00:00,5.1.42,2,-1851.3070138888888,True,True,True,Before disclosure
MySQL,5.1.39,CVE-2017-3589,2022-05-13 01:45:42+00:00,2017-04-17 18:23:36+00:00,5.1.42,2,-1851.3070138888888,True,True,True,Before disclosure
MySQL,5.1.39,CVE-2018-3258,2022-05-13 01:52:26+00:00,2018-09-27 09:18:47+00:00,8.0.13,2,-1323.6900347222222,True,True,True,Before disclosure
MySQL,5.1.39,CVE-2019-2692,2020-07-01 17:12:20+00:00,2019-03-20 19:08:52+00:00,8.0.16,2,-468.91907407407405,True,True,True,Before disclosure
MySQL,5.1.39,CVE-2020-2934,2020-04-15 14:15:36.453000+00:00,2020-07-14 00:00:00+00:00,5.1.49,2,89.40582809027778,True,True,True,31–180 days
MySQL,5.1.39,CVE-2022-21363,2022-01-20 00:00:48+00:00,2021-12-16 00:25:41+00:00,8.0.28,2,-34.98271990740741,True,True,True,Before disclosure
MySQL,5.1.39,CVE-2023-22102,2023-10-18 00:31:42+00:00,2023-10-25 08:46:05+00:00,8.2.0,2,7.3433217592592595,True,True,True,2–30 days
MySQL,5.1.40,CVE-2017-3523,2022-05-13 01:45:34+00:00,2017-02-14 20:27:59+00:00,5.1.41,2,-1913.2205439814816,True,True,True,Before disclosure
MySQL,5.1.40,CVE-2017-3586,2022-05-13 01:45:42+00:00,2017-04-17 18:23:36+00:00,5.1.42,2,-1851.3070138888888,True,True,True,Before disclosure
MySQL,5.1.40,CVE-2017-3589,2022-05-13 01:45:42+00:00,2017-04-17 18:23:36+00:00,5.1.42,2,-1851.3070138888888,True,True,True,Before disclosure
MySQL,5.1.40,CVE-2018-3258,2022-05-13 01:52:26+00:00,2018-09-27 09:18:47+00:00,8.0.13,2,-1323.6900347222222,True,True,True,Before disclosure
MySQL,5.1.40,CVE-2019-2692,2020-07-01 17:12:20+00:00,2019-03-20 19:08:52+00:00,8.0.16,2,-468.91907407407405,True,True,True,Before disclosure
MySQL,5.1.40,CVE-2020-2934,2020-04-15 14:15:36.453000+00:00,2020-07-14 00:00:00+00:00,5.1.49,2,89.40582809027778,True,True,True,31–180 days
MySQL,5.1.40,CVE-2022-21363,2022-01-20 00:00:48+00:00,2021-12-16 00:25:41+00:00,8.0.28,2,-34.98271990740741,True,True,True,Before disclosure
MySQL,5.1.40,CVE-2023-22102,2023-10-18 00:31:42+00:00,2023-10-25 08:46:05+00:00,8.2.0,2,7.3433217592592595,True,True,True,2–30 days
MySQL,5.1.42,CVE-2018-3258,2022-05-13 01:52:26+00:00,2018-09-27 09:18:47+00:00,8.0.13,2,-1323.6900347222222,True,True,True,Before disclosure
MySQL,5.1.42,CVE-2019-2692,2020-07-01 17:12:20+00:00,2019-03-20 19:08:52+00:00,8.0.16,2,-468.91907407407405,True,True,True,Before disclosure
MySQL,5.1.42,CVE-2020-2934,2020-04-15 14:15:36.453000+00:00,2020-07-14 00:00:00+00:00,5.1.49,2,89.40582809027778,True,True,True,31–180 days
MySQL,5.1.42,CVE-2022-21363,2022-01-20 00:00:48+00:00,2021-12-16 00:25:41+00:00,8.0.28,2,-34.98271990740741,True,True,True,Before disclosure
MySQL,5.1.42,CVE-2023-22102,2023-10-18 00:31:42+00:00,2023-10-25 08:46:05+00:00,8.2.0,2,7.3433217592592595,True,True,True,2–30 days
MySQL,5.1.43,CVE-2018-3258,2022-05-13 01:52:26+00:00,2018-09-27 09:18:47+00:00,8.0.13,2,-1323.6900347222222,True,True,True,Before disclosure
MySQL,5.1.43,CVE-2019-2692,2020-07-01 17:12:20+00:00,2019-03-20 19:08:52+00:00,8.0.16,2,-468.91907407407405,True,True,True,Before disclosure
MySQL,5.1.43,CVE-2020-2934,2020-04-15 14:15:36.453000+00:00,2020-07-14 00:00:00+00:00,5.1.49,2,89.40582809027778,True,True,True,31–180 days
MySQL,5.1.43,CVE-2022-21363,2022-01-20 00:00:48+00:00,2021-12-16 00:25:41+00:00,8.0.28,2,-34.98271990740741,True,True,True,Before disclosure
MySQL,5.1.43,CVE-2023-22102,2023-10-18 00:31:42+00:00,2023-10-25 08:46:05+00:00,8.2.0,2,7.3433217592592595,True,True,True,2–30 days
MySQL,5.1.44,CVE-2018-3258,2022-05-13 01:52:26+00:00,2018-09-27 09:18:47+00:00,8.0.13,2,-1323.6900347222222,True,True,True,Before disclosure
